Hodnota ucelovej funkcie: 	32250
Vysledna hmotnost: 			14995
Pocet predmetov: 			268

Riesenie:
n	x_n
1	1
2	0
3	1
4	1
5	1
6	1
7	1
8	1
9	0
10	0
11	0
12	1
13	0
14	0
15	0
16	1
17	0
18	1
19	1
20	0
21	0
22	0
23	1
24	0
25	0
26	1
27	0
28	1
29	0
30	0
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	0
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	0
48	1
49	0
50	0
51	0
52	0
53	0
54	1
55	1
56	1
57	1
58	0
59	0
60	0
61	0
62	1
63	1
64	1
65	1
66	0
67	1
68	1
69	0
70	0
71	0
72	0
73	1
74	0
75	1
76	0
77	1
78	1
79	1
80	1
81	0
82	1
83	1
84	1
85	0
86	1
87	0
88	0
89	1
90	1
91	1
92	0
93	0
94	1
95	0
96	1
97	0
98	0
99	1
100	0
101	1
102	1
103	1
104	0
105	1
106	0
107	0
108	1
109	0
110	1
111	1
112	1
113	1
114	0
115	0
116	0
117	0
118	0
119	0
120	1
121	1
122	1
123	0
124	1
125	1
126	1
127	0
128	0
129	0
130	0
131	0
132	1
133	1
134	0
135	1
136	0
137	0
138	0
139	1
140	0
141	1
142	0
143	1
144	1
145	1
146	1
147	0
148	1
149	0
150	0
151	1
152	1
153	0
154	1
155	0
156	1
157	1
158	0
159	1
160	1
161	0
162	1
163	0
164	1
165	1
166	0
167	1
168	1
169	1
170	1
171	1
172	0
173	0
174	0
175	0
176	1
177	1
178	1
179	0
180	1
181	0
182	1
183	0
184	1
185	0
186	0
187	0
188	1
189	1
190	1
191	0
192	1
193	1
194	1
195	0
196	1
197	1
198	0
199	1
200	0
201	1
202	0
203	0
204	0
205	1
206	1
207	0
208	1
209	0
210	1
211	1
212	0
213	1
214	1
215	0
216	1
217	0
218	0
219	0
220	1
221	0
222	0
223	0
224	0
225	1
226	1
227	1
228	0
229	0
230	0
231	1
232	0
233	1
234	0
235	0
236	1
237	1
238	1
239	0
240	0
241	1
242	0
243	0
244	1
245	0
246	0
247	1
248	0
249	0
250	1
251	0
252	0
253	1
254	1
255	0
256	1
257	1
258	1
259	0
260	1
261	1
262	1
263	1
264	0
265	0
266	1
267	1
268	0
269	0
270	0
271	1
272	1
273	1
274	1
275	0
276	1
277	1
278	0
279	1
280	1
281	0
282	1
283	1
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	1
292	1
293	0
294	0
295	1
296	0
297	0
298	1
299	0
300	0
301	1
302	1
303	1
304	0
305	1
306	0
307	1
308	1
309	1
310	1
311	1
312	0
313	1
314	1
315	0
316	0
317	1
318	0
319	1
320	0
321	0
322	1
323	1
324	0
325	0
326	0
327	0
328	0
329	1
330	1
331	0
332	1
333	0
334	1
335	1
336	1
337	0
338	0
339	0
340	0
341	1
342	0
343	1
344	1
345	1
346	0
347	0
348	1
349	1
350	0
351	1
352	1
353	1
354	0
355	1
356	1
357	0
358	0
359	0
360	0
361	1
362	0
363	1
364	1
365	0
366	0
367	0
368	0
369	1
370	1
371	0
372	0
373	1
374	0
375	0
376	1
377	1
378	0
379	1
380	0
381	1
382	1
383	0
384	0
385	0
386	1
387	1
388	1
389	1
390	1
391	0
392	1
393	0
394	1
395	1
396	1
397	0
398	1
399	1
400	1
401	0
402	0
403	1
404	0
405	0
406	0
407	1
408	1
409	0
410	0
411	0
412	0
413	1
414	0
415	1
416	0
417	1
418	0
419	0
420	1
421	0
422	1
423	0
424	1
425	1
426	1
427	1
428	1
429	0
430	0
431	0
432	0
433	1
434	1
435	0
436	0
437	1
438	0
439	0
440	1
441	1
442	1
443	0
444	0
445	1
446	0
447	1
448	1
449	0
450	1
451	1
452	1
453	0
454	1
455	0
456	0
457	0
458	0
459	1
460	1
461	1
462	1
463	0
464	1
465	1
466	0
467	0
468	1
469	1
470	1
471	1
472	0
473	1
474	1
475	1
476	1
477	1
478	1
479	0
480	0
481	1
482	0
483	1
484	1
485	0
486	1
487	0
488	1
489	0
490	1
491	1
492	0
493	1
494	1
495	1
496	1
497	0
498	1
499	1
500	0
